% Model:              Моделирование_мозга_сфера - 3.mph
% Version:            COMSOL 6.2.0.339
% Date:               Feb 24 2025, 15:59
% Table:              Table 5 - MN
% rho_brain (Ω*m)        rho_scull (Ω*m)          rho_skin (Ω*m)           V/1[A] (Ω), Point: 1     V/1[A] (Ω), Point: 1     V/1[A] (Ω), Point: 1
1.5                      285                      2                        219.90546537735304       101.14337441286442       138.4427703634558
1.5                      285                      2.5                      253.6023721099309        121.26972062796685       171.62168178352397
1.5                      285                      3                        282.9981360048692        139.9762947052684        204.31448820148637
1.5                      285                      3.5                      308.96815359220403       157.43798875335943       236.54823478901724
1.5                      285                      4                        332.13998454669957       173.79590761009018       268.34641280981725
1.5                      285                      4.5                      352.9791620349745        189.1638172503025        299.7281817308203
1.5                      285                      5                        371.83866428081615       203.63752798618614       330.7118050171251
1.5                      290                      1                        134.2485077579537        55.7205397792349         70.50658769897504
1.5                      290                      1.5                      181.49300394090176       79.55539048381169        104.79250438409771
1.5                      290                      2                        221.14444411917282       101.4370581013715        138.5229832937356
1.5                      290                      2.5                      255.20307627117398       121.67908741431086       171.74037434883644
1.5                      290                      3                        284.94789785569424       140.50807150489004       204.47753518337697
1.5                      290                      3.5                      311.25324761819564       158.09901975861533       236.76110510775487
1.5                      290                      4                        334.7438754045608        174.58912454576412       268.61383342213276
1.5                      290                      4.5                      355.88825222778905       190.0925481113789        300.0549187473646
1.5                      290                      5                        375.041054510688         204.7024994353335        331.10166531123957
1.5                      295                      1                        134.73728033109444       55.81609060974123        70.52898841986361
1.5                      295                      1.5                      182.3427820588276        79.73898891206898        104.83912826493234
1.5                      295                      2                        222.3590257470025        101.7232492558613        138.6008558791196
1.5                      295                      2.5                      256.7754829870946        122.07797815713668       171.85561107884797
1.5                      295                      3                        286.8646155564743        141.02803816722593       204.63578401999894
1.5                      295                      3.5                      313.50044948902655       158.74400595387652       236.96760926553168
1.5                      295                      4                        337.3079221109608        175.36430022204235       268.87343923118397
1.5                      295                      4.5                      358.7524400655934        190.9996487399847        300.3723218479232
1.5                      295                      5                        378.19518727486786       205.74593360882398       331.48111198101225
1.5                      300                      1                        135.21503222910388       55.909016480511156       70.55072006896411
1.5                      300                      1.5                      183.17453932591604       79.91804528448381        104.88437265215501
1.5                      300                      2                        223.55068401505665       102.00238651321601       138.67636642923935
1.5                      300                      2.5                      258.31808734693925       122.46753523083387       171.96752239100556
1.5                      300                      3                        288.7481461894127        141.5350196700748        204.78950916941147
1.5                      300                      3.5                      315.7113888542764        159.37388691858035       237.1683838193917
1.5                      300                      4                        339.83063530089737       176.1218221806847        269.1256965698586
1.5                      300                      4.5                      361.5759861145715        191.88830425020598       300.6806970684049
1.5                      300                      5                        381.3032263643372        206.76548365815765       331.8497349402255
1.5                      305                      1                        135.68178330606975       55.999517250454744       70.57180800249802
1.5                      305                      1.5                      183.9891547531626        80.092427169715          104.9283246922489
1.5                      305                      2                        224.71969862297692       102.27512980510144       138.74975152488574
1.5                      305                      2.5                      259.8347389006185        122.84825944425967       172.07626375031975
1.5                      305                      3                        290.6001968295005        142.03024013384191       204.9389644306815
1.5                      305                      3.5                      317.8843068227827        159.99158276144635       237.36329800872488
1.5                      305                      4                        342.31402979526          176.86297014320408       269.37108163295966
1.5                      305                      4.5                      364.35360149787465       192.75712418376173       300.98041774048295
1.5                      305                      5                        384.36411507876676       207.76548458778166       332.2081159871784
1.5                      310                      1                        136.13801905397366       56.08765376788349        70.59228818299107
1.5                      310                      1.5                      184.78770686621053       80.26268445146422        104.97103227445685
1.5                      310                      2                        225.86621329037092       102.54097941135701       138.82105165451935
1.5                      310                      2.5                      261.32383454226346       123.2196341691687        172.1818490180553
1.5                      310                      3                        292.42116528655265       142.51505689349239       205.08419583776947
1.5                      310                      3.5                      320.0245399612444        160.5936655048103        237.5530262152214
1.5                      310                      4                        344.7613410763223        177.58864652494483       269.6097026856668
1.5                      310                      4.5                      367.09276842116844       193.60845530117928       301.27215844951377
1.5                      310                      5                        387.38342574299463       208.7434386986881        332.55682091734286
1.5                      315                      1                        136.5842719475384        56.1735523629424         70.61217161298681
1.5                      315                      1.5                      185.5698732108625        80.42849161355433        105.01251661904499
1.5                      315                      2                        226.99178951630032       102.80056122657015       138.89037407414335
1.5                      315                      2.5                      262.78741006364936       123.58261577331444       172.28462120788564
1.5                      315                      3                        294.212917439276         142.98875314428147       205.2255172301051
1.5                      315                      3.5                      322.1314845948132        161.18363082516325       237.73756484579584
1.5                      315                      4                        347.16849193176705       178.29828612292914       269.84178563970534
1.5                      315                      4.5                      369.7932446344132        194.4413008495102        301.5559312839648
1.5                      315                      5                        390.361066302017         209.70126368131105       332.89620307197856
1.5                      320                      1                        137.02092969449092       56.257299131839275       70.6314929275427
1.5                      320                      1.5                      186.3364546394231        80.59047481396381        105.05284529225415
1.5                      320                      2                        228.09678715619066       103.05414731297509       138.957813152734
1.5                      320                      2.5                      264.22564077360437       123.93751235662731       172.38458646184023
1.5                      320                      3                        295.9727793343568        143.4520905023719        205.36290846174307
1.5                      320                      3.5                      324.2030363245116        161.76028662312814       237.9172410222757
1.5                      320                      4                        349.5398240076298        178.99234247952165       270.06778618366275
1.5                      320                      4.5                      372.4496551687055        195.2569025458114        301.83231210407405
1.5                      320                      5                        393.296669300682         210.64131151831066       333.2265810869728
1.5                      325                      1                        137.44809947537073       56.33895478498648        70.65029937259646
1.5                      325                      1.5                      187.08823395789818       80.74864357609283        105.09206910531844
1.5                      325                      2                        229.18148228911542       103.3019951069236        139.0233937870675
1.5                      325                      2.5                      265.63899498053144       124.28431643540173       172.4818906939671
1.5                      325                      3                        297.7066445782144        143.90417994083725       205.49676828561888
1.5                      325                      3.5                      326.2455481099254        162.3248848238391        238.0919221782221
1.5                      325                      4                        351.87723396846275       179.67306148384162       270.2876062407624
1.5                      325                      4.5                      375.0718131420102        196.05491565820117       302.1013902069639
1.5                      325                      5                        396.19081761064217       211.55951547108248       333.5485511874233
1.5                      330                      1                        137.86603699245228       56.418526416489755       70.66856398106631
1.5                      330                      1.5                      187.82552863920793       80.90301162006797        105.1302389923389
1.5                      330                      2                        230.24627455670284       103.54370734650855       139.08724955628287
1.5                      330                      2.5                      267.0284860520806        124.62341950608632       172.57656936614012
1.5                      330                      3                        299.41272371607477       144.3483942236998        205.6270976712379
1.5                      330                      3.5                      328.25508254838076       162.8780768109056        238.2622398576811
1.5                      330                      4                        354.1802238384329        180.3389252206465        270.5020852641286
1.5                      330                      4.5                      377.65800569231124       196.8381435695809        302.3636532104374
1.5                      330                      5                        399.0436818717825        212.46218196829565       333.8622298894817
1.5                      335                      1                        138.27529269363208       56.496220499831786       70.6863482554611
1.5                      335                      1.5                      188.54865699681096       81.05377876916359        105.16740053526928
1.5                      335                      2                        231.29333365996052       103.78059780172632       139.14939266517513
1.5                      335                      2.5                      268.3948876743208        124.95535106010882       172.66879628439116
1.5                      335                      3                        301.08973088521594       144.7822430187229        205.7539727815776
1.5                      335                      3.5                      330.23296062968154       163.41933282739836       238.4281603035136
1.5                      335                      4                        356.4501486820151        180.99271141016715       270.71087020623133
1.5                      335                      4.5                      380.20436693105523       197.60570901920917       302.6191447296122
1.5                      335                      5                        401.8602737590014        213.3472307264569        334.16803437177543
1.5                      340                      1                        138.67588499138793       56.57201940471523        70.70364703500364
1.5                      340                      1.5                      189.25828936815606       81.20111714058663        105.20357166301523
1.5                      340                      2                        232.32088441777336       104.01200505307916       139.20993599569783
1.5                      340                      2.5                      269.7386109128354        125.27984394532355       172.7586761328826
1.5                      340                      3                        302.7419486680943        145.20691795904827       205.87767875165952
1.5                      340                      3.5                      332.1851025442844        163.94878834296287       238.58989830649682
1.5                      340                      4                        358.6862567347249        181.63125593928783       270.91450008320396
1.5                      340                      4.5                      382.718187244344         198.35754743035943       302.8683923509409
1.5                      340                      5                        404.63773073505524       214.21112721121693       334.4661110388839
1.5                      345                      1                        139.06840222692284       56.646106214580726       70.72050394132131
1.5                      345                      1.5                      189.95438393249023       81.34511981974016        105.23881410502298
1.5                      345                      2                        233.33104038327997       104.23831256933082       139.26900290747653
1.5                      345                      2.5                      271.06106734208157       125.59790693815708       172.84626269647322
1.5                      345                      3                        304.368154805269         145.62265543141456       205.99825574784077
1.5                      345                      3.5                      334.10491086052707       164.46844309243085       238.74760407397264
1.5                      345                      4                        360.8906700203557        182.2585307014853        271.11316557026987
1.5                      345                      4.5                      385.1959581335983        199.09433397282453       303.11148907705
1.5                      345                      5                        407.38250522651884       215.06209097407395       334.75698881786764
1.5                      350                      1                        139.45291669386364       56.71839208877812        70.73692091284742
1.5                      350                      1.5                      190.63737346497095       81.48584611246568        105.27317326940934
1.5                      350                      2                        234.32334566005676       104.45983831329553       139.32650549552193
1.5                      350                      2.5                      272.36139646457866       125.90873217404832       172.93167099680056
1.5                      350                      3                        305.9689613246362        146.0300975395449        206.11589447345355
1.5                      350                      3.5                      335.9979928218558        164.9775440021267        238.90137327442687
1.5                      350                      4                        363.06530775088936       182.87296435490003       271.30685359669883
1.5                      350                      4.5                      387.64193394512415       199.81769333765254       303.3486644020587
1.5                      350                      5                        410.08755075890735       215.89694627080286       335.04095072815807
1.5                      355                      1                        139.82963136000348       56.788993884009216       70.75291422397467
1.5                      355                      1.5                      191.30820783600004       81.62351433643997        105.30665498926328
1.5                      355                      2                        235.29929810217834       104.67646167130974       139.38260702482933
1.5                      355                      2.5                      273.64096172737317       126.21337227267324       173.01492647748503
1.5                      355                      3                        307.5460826166775        146.4294038408427        206.23061732767684
1.5                      355                      3.5                      337.8614418501686        165.47589274419389       239.0513814666101
1.5                      355                      4                        365.20896667046316       183.4756978579387        271.4959783369592
1.5                      355                      4.5                      390.05440803433635       200.5281002970325        303.5801275991839
1.5                      355                      5                        412.7561573012015        216.716722333677         335.31795976868557
1.5                      360                      1                        140.19891585910625       56.85792413559301        70.76851024385039
1.5                      360                      1.5                      191.96586739231032       81.75811471388928        105.33931379596333
1.5                      360                      2                        236.25877275241015       104.88908765376142       139.43731278837703
1.5                      360                      2.5                      274.9001580699023        126.51141914043015       173.09627443129813
1.5                      360                      3                        309.0984590920866        146.82094263690695       206.34261709904337
1.5                      360                      3.5                      339.70020804168144       165.96539271892954       239.19798740691968
1.5                      360                      4                        367.32163746339967       184.06659383370027       271.68055802856577
1.5                      360                      4.5                      392.4308555530623        201.2233360388768        303.80615290283123
1.5                      360                      5                        415.39243659695666       217.5187500183028        335.58848510256075
1.5                      365                      1                        140.56066804007548       56.92537970423552        70.78371167874297
1.5                      365                      1.5                      192.613024242833         81.88995626104104        105.37117667023651
1.5                      365                      2                        237.20226505840438       105.09647268402742       139.49071993548165
1.5                      365                      2.5                      276.13973192863773       126.80432511724018       173.17563746301005
1.5                      365                      3                        310.6286339921622        147.20429959278601       206.45188778097574
1.5                      365                      3.5                      341.5126990769145        166.4450060046403        239.34097014835157
1.5                      365                      4                        369.40873243467047       184.64679571881624       271.86084732940174
1.5                      365                      4.5                      394.77989874428795       201.90655803867315       304.0268392491034
1.5                      365                      5                        417.99254209133926       218.30897102815956       335.8529156498612
1.5                      370                      1                        140.9154863525867        56.99131020919267        70.79854540877497
1.5                      370                      1.5                      193.24788475013642       82.01879834777654        105.40226494663068
1.5                      370                      2                        238.12938301943097       105.30000671458576       139.54281853158523
1.5                      370                      2.5                      277.3594111815825        127.0906502492611        173.2530669205365
1.5                      370                      3                        312.13570190958274       147.57990774719156       206.55864495154412
1.5                      370                      3.5                      343.2990532324799        166.91567189197343       239.48060605219115
1.5                      370                      4                        371.46209097942653       185.2164985955348        272.0366973955777
1.5                      370                      4.5                      397.09632532444584       202.57754083183855       304.24250132784186
1.5                      370                      5                        420.56149676457903       219.0834590431755        336.111210430559
1.5                      375                      1                        141.26330452766297       57.05577691932076        70.81301265813505
1.5                      375                      1.5                      193.87172413808952       82.14518875568055        105.43259315646455
1.5                      375                      2                        239.04196844590706       105.49910829146415       139.59374441766016
1.5                      375                      2.5                      278.56121790963596       127.37103961256113       173.3286927703565
1.5                      375                      3                        313.62069053843123       147.94903789212475       206.6630196886328
1.5                      375                      3.5                      345.0592220714628        167.3779211646584        239.6170804088767
1.5                      375                      4                        373.49210253723555       185.77427156633402       272.20880779084155
1.5                      375                      4.5                      399.3837577798553        203.23644706840975       304.4531838442087
1.5                      375                      5                        423.1005158788217        219.84413276675733       336.36354829646825
1.5                      380                      1                        141.6046402481558        57.1189773081372         70.82713637355945
1.5                      380                      1.5                      194.48453363491933       82.26861987854332        105.46222880001442
1.5                      380                      2                        239.93968886861802       105.69449784376522       139.64343720059625
1.5                      380                      2.5                      279.74351313243176       127.64679221165107       173.40257864583714
1.5                      380                      3                        315.0849372803089        148.3105574439042        206.76478964387968
1.5                      380                      3.5                      346.79627474482623       167.8302858116363        239.75041141090725
1.5                      380                      4                        375.4946344338799        186.3230284457052        272.37694322182523
1.5                      380                      4.5                      401.64272204090275       203.88213363316186       304.6592190870557
1.5                      380                      5                        425.6041362637118        220.59147289324451       336.6102550619952
1.5                      385                      1                        141.93965929319972       57.180694936857705       70.84092547830812
1.5                      385                      1.5                      195.08691789824138       82.38963265627167        105.49115750472575
1.5                      385                      2                        240.82271806326244       105.88599116761435       139.69199163611998
1.5                      385                      2.5                      280.9085764237336        127.91642950774407       173.47480244185238
1.5                      385                      3                        316.5266288200653        148.6652996340977        206.8643276863409
1.5                      385                      3.5                      348.5097357641797        168.27495212038693       239.8808157826004
1.5                      385                      4                        377.4679060276541        186.86096696574015       272.5413096594626
1.5                      385                      4.5                      403.870393254206         204.5185400777481        304.86051827205347
1.5                      385                      5                        428.07800324908453       221.3258205159081        336.8516104367909
1.5                      390                      1                        142.26800842960296       57.24103455624379        70.85439768303809
1.5                      390                      1.5                      195.6785895359812        82.50827179637338        105.5194317922099
1.5                      390                      2                        241.69159166992864       106.07374792530156       139.7394328595836
1.5                      390                      2.5                      282.05611714879836       128.1813880208408        173.54538820760106
1.5                      390                      3                        317.94829667447425       149.013513214613         206.96173964625487
1.5                      390                      3.5                      350.19913083776146       168.71182612997544       240.00834284160655
1.5                      390                      4                        379.4190585970614        187.38911303531103       272.70202433656027
1.5                      390                      4.5                      406.07151994829064       205.14252263579985       305.05747011873143
1.5                      390                      5                        430.52224767125085       222.0468558396862        337.0874609510503
1.5                      395                      1                        142.59038427005063       57.3001734412499         70.86755576563048
1.5                      395                      1.5                      196.26111192244753       82.62450833159619        105.54705102596282
1.5                      395                      2                        242.54722999095674       106.25751329205318       139.78582641889503
1.5                      395                      2.5                      283.1871660903744        128.44142055281222       173.61446592788747
1.5                      395                      3                        319.3503764895422        149.35544095036022       207.05694970556806
1.5                      395                      3.5                      351.8659965567408        169.14041444507248       240.13299290058703
1.5                      395                      4                        381.34254030119985       187.90878559519302       272.8593973421856
1.5                      395                      4.5                      408.2448615276272        205.75504187751076       305.2501139364518
1.5                      395                      5                        432.9364433809967        222.75670405096093       337.31855583408196
1.5                      400                      1                        142.90710264910047       57.358092529041826       70.8804036901002
1.5                      400                      1.5                      196.83262286260032       82.7384663302702         105.57406112947245
1.5                      400                      2                        243.38860616500685       106.43811311687601       139.83119478779355
1.5                      400                      2.5                      284.3006163526628        128.6961499465164        173.68192491930137
1.5                      400                      3                        320.73305721615134       149.6912080160879        207.15007478990185
1.5                      400                      3.5                      353.51009909689367       169.56135354829115       240.2550079885533
1.5                      400                      4                        383.24146119910205       188.41934164519785       273.01331037006605
1.5                      400                      4.5                      410.3921997546224        206.35690438510625       305.4387039002544
1.5                      400                      5                        435.3204492235247        223.45385418675522       337.5444246520983
1.5                      405                      1                        143.21773796931762       57.41482684109527        70.8929725791989
1.5                      405                      1.5                      197.39544756270118       82.84999305677826        105.60049565226387
1.5                      405                      2                        244.21803270564948       106.61518727587249       139.87558800585398
1.5                      405                      2.5                      285.3982942086346        128.9463922899289        173.74798665895509
1.5                      405                      3                        322.09561205059003       150.02028453248545       207.24124598820305
1.5                      405                      3.5                      355.1329258587034        169.9752655776026        240.3743644427435
1.5                      405                      4                        385.1174707419396        188.92070910964924       273.1637733276206
1.5                      405                      4.5                      412.51124122885875       206.9494231425575        305.6234879421595
1.5                      405                      5                        437.6782025665067        224.13955734055628       337.7655448637131
1.5                      410                      1                        143.52292417654098       57.47033531967159        70.90525852104099
1.5                      410                      1.5                      197.94887249230365       82.95936150427183        105.62631332024142
1.5                      410                      2                        245.0342287183307        106.78876053766989       139.91896538569648
1.5                      410                      2.5                      286.4797859708019        129.1919493456411        173.81264918374262
1.5                      410                      3                        323.4395560448256        150.34392253428112       207.33038619075703
1.5                      410                      3.5                      356.7349876029777        170.3811158374603        240.49130340178158
1.5                      410                      4                        386.9675557015529        189.41338066450908       273.3111838128267
1.5                      410                      4.5                      414.60334364963444       207.53161740252335       305.8040483134634
1.5                      410                      5                        440.0045167645377        224.81433758274787       337.98227091630474
1.5                      415                      1                        143.82271479581559       57.524781394068704       70.91726859268476
1.5                      415                      1.5                      198.49289815368007       83.06674248600554        105.65159718503989
1.5                      415                      2                        245.83675231235583       106.95929810498382       139.96145828437113
1.5                      415                      2.5                      287.54578447720377       129.4333530925224        173.8758946491181
1.5                      415                      3                        324.76719486844763       150.6618209274397        207.4176766378502
1.5                      415                      3.5                      358.3132824126317        170.78045190021925       240.60561419095785
1.5                      415                      4                        388.79550191134695       189.8976456887715        273.4556104431905
1.5                      415                      4.5                      416.6739778365253        208.10462658430242       305.9812391781388
1.5                      415                      5                        442.30639460422583       225.47677170912482       338.1946657843811
1.5                      420                      1                        144.11683292276854       57.57818164283651        70.92903082584532
1.5                      420                      1.5                      199.02804363860437       83.17186441009842        105.67631310717874
1.5                      420                      2                        246.62841285693662       107.12621571748812       140.00301803544147
1.5                      420                      2.5                      288.5959847040083        129.6700293237829        173.93779703358146
1.5                      420                      3                        326.07252451621605       150.97410527586794       207.50315805899754
1.5                      420                      3.5                      359.8733106005541        171.1726751440357        240.71770530309325
1.5                      420                      4                        390.600315654163         190.37416910860543       273.59695146554793
1.5                      420                      4.5                      418.71443857443944       208.66777364908359       306.1544952687772
1.5                      420                      5                        444.58131306071175       226.12870861981625       338.40248490793573
1.5                      425                      1                        144.40614976777493       57.63047987063154        70.9405216009676
1.5                      425                      1.5                      199.55524334910024       83.27534105599067        105.70051497618931
1.5                      425                      2                        247.40876788417435       107.29061582653637       140.04373164855122
1.5                      425                      2.5                      289.6329865542335        129.90237811136313       173.9983629511216
1.5                      425                      3                        327.36373894816984       151.2813285329959        207.5869138863107
1.5                      425                      3.5                      361.4131214530909        171.55867739484663       240.82739088167472
1.5                      425                      4                        392.3835243206811        190.84223738743708       273.7355410057468
1.5                      425                      4.5                      420.734911928237         209.22169634089633       306.3242620904746
1.5                      425                      5                        446.8296057848955        226.77159661664365       338.6061526671037
1.5                      430                      1                        144.69042360356812       57.681665169131264       70.9517832985722
1.5                      430                      1.5                      200.07354035245535       83.37656959419976        105.72422048836363
1.5                      430                      2                        248.17625928843574       107.45183983875731       140.08357179080338
1.5                      430                      2.5                      290.65462971547345       130.13137398961248       174.0578182190938
1.5                      430                      3                        328.63699991383004       151.58257749706246       207.66892153529088
1.5                      430                      3.5                      362.9331936663622        171.937278518261         240.93490296535225
1.5                      430                      4                        394.14506362532046       191.30321110447645       273.8711317164323
1.5                      430                      4.5                      422.73059478984123       209.76605459797068       306.4909142679834
1.5                      430                      5                        449.0531495362132        227.4016749751628        338.8056914821657
1.5                      435                      1                        144.96980251551366       57.73199438138363        70.9627976396076
1.5                      435                      1.5                      200.5840740649922        83.47616016025468        105.74744476188968
1.5                      435                      2                        248.93320638720468       107.61038878552303       140.12265171802017
1.5                      435                      2.5                      291.6615365785018        130.35592686115004       174.1160471573433
1.5                      435                      3                        329.893357525216         151.8787254008119        207.74927889031667
1.5                      435                      3.5                      364.43309820630645       172.3101845463161        241.040366048834
1.5                      435                      4                        395.8836190474142        191.75555316200553       274.0043024752855
1.5                      435                      4.5                      424.70260391262815       210.30158045642304       306.6541656034569
1.5                      435                      5                        451.24874138848145       228.02335540400983       339.00156185144976
1.5                      440                      1                        145.24410009325234       57.781379752628155       70.97358691515848
1.5                      440                      1.5                      201.08609950941914       83.57394602502224        105.77015795520052
1.5                      440                      2                        249.67875663151727       107.76598146122315       140.16092247301935
1.5                      440                      2.5                      292.6554679100351        130.57665147152423       174.17301105021795
1.5                      440                      3                        331.1331671297605        152.17115410126507       207.82804725251805
1.5                      440                      3.5                      365.9173637950411        172.67717470120562       241.14358451819288
1.5                      440                      4                        397.6029436384198        192.20124678294155       274.134710643463
1.5                      440                      4.5                      426.65178228220515       210.8297766984841        306.8141068128815
1.5                      440                      5                        453.42448899555046       228.63660134697523       339.193549525436
1.5                      445                      1                        145.51403494116863       57.82989619412951        70.98414285293549
1.5                      445                      1.5                      201.58056345983402       83.66971607487488        105.79244858543001
1.5                      445                      2                        250.41386710499052       107.91884636398936       140.19839870349878
1.5                      445                      2.5                      293.63480796664555       130.793414873259         174.22889671199184
1.5                      445                      3                        332.3571213027114        152.45661932396877       207.90526503789494
1.5                      445                      3.5                      367.37933257610587       173.03847964757034       241.24498790890038
1.5                      445                      4                        399.3006690385463        192.64016250526748       274.2625323916846
1.5                      445                      4.5                      428.5792458271263        211.3499652302074        306.9710299504088
1.5                      445                      5                        455.5698465645662        229.2380652756684        339.3816212328495
1.5                      450                      1                        145.77943013765338       57.87728071164213        70.99450535389254
1.5                      450                      1.5                      202.06706754070117       83.76390672106001        105.81426364097427
1.5                      450                      2                        251.13796945373338       108.06874941189993       140.2351698203038
1.5                      450                      2.5                      294.60099038751895       131.00653003358838       174.28367955600785
1.5                      450                      3                        333.56493057289373       152.7391196549322        207.98102955016594
1.5                      450                      3.5                      368.8261231173398        173.39332262167127       241.3441358228601
1.5                      450                      4                        400.9780028322692        193.07195778768076       274.38785295173716
1.5                      450                      4.5                      430.4813051994023        211.8607354637           307.1248363221057
1.5                      450                      5                        457.6961523288369        229.83222719551242       339.5663733357447
1.5                      455                      1                        146.04042159677567       57.923933816124176       71.0046465580946
1.5                      455                      1.5                      202.54635478222787       83.85647321074734        105.83565395661773
1.5                      455                      2                        251.85224321941712       108.2166781854641        140.27119189687315
1.5                      455                      2.5                      295.5555390428483        131.21621171453722       174.33744142558658
1.5                      455                      3                        334.75847258361057       153.01674645836653       208.05519774874142
1.5                      455                      3.5                      370.2536885108273        173.7428913122115        241.44160067806
1.5                      455                      4                        402.63691548491715       193.49675471669636       274.5110052434846
1.5                      455                      4.5                      432.36522585789965       212.3640863789303        307.2760626422168
1.5                      455                      5                        459.7974519420259        230.4154732752942        339.74758728302095
1.5                      460                      1                        146.2970710870319        57.96971367603156        71.01457986688276
